pipe,gen,dp_acc_reps,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"count_enc,most_freq_imp,k_best_sel,no_scale,no_samp",15,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"count_enc,median_imp,no_samp,no_scale,no_sel",15,"(16, 4)",6007,0.10950915698413242,0.24463294375300915,0.08517119744635507,0.1485337011897794,0.21135714505082775,0.364586275063541,0.7130468052544312,0.6046389035318924,0.3826358621741409
"count_enc,mean_imp,no_samp,no_scale,k_best_sel",15,"(16, 4)",6007,0.14354411197711944,0.1867326573111203,0.1777787708393331,0.24939428508992725,0.19495715733546254,0.322304213282552,0.6369085575819404,0.5271549576482313,0.34584101018255675
"count_enc,most_freq_imp,no_samp,no_scale,no_sel",16,"(16, 4)",6007,0.10983040526315954,0.24409206232335914,0.08622193296121536,0.14958443670463967,0.2111421639384541,0.36386696730552376,0.7121540619818909,0.603652647291246,0.3821894905378709
"count_enc,most_freq_imp,no_sel,no_scale,no_samp",16,"(16, 4)",6007,0.10983040526315954,0.24409206232335914,0.08622193296121536,0.14958443670463967,0.2111421639384541,0.36386696730552376,0.7121540619818909,0.603652647291246,0.3821894905378709
"count_enc,most_freq_imp,no_samp,no_sel,no_scale",16,"(16, 4)",6007,0.10983040526315954,0.24409206232335914,0.08622193296121536,0.14958443670463967,0.2111421639384541,0.36386696730552376,0.7121540619818909,0.603652647291246,0.3821894905378709
"count_enc,median_imp,no_samp,no_scale,k_best_sel",16,"(16, 4)",6007,0.08840852170103554,0.3040384075630186,0.04010173533687315,0.09257467793093524,0.2167930960351344,0.3771984924623117,0.7470985843642386,0.6402721088435377,0.3978413633795306
"count_enc,most_freq_imp,no_samp,no_scale,k_best_sel",16,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"count_enc,median_imp,no_samp,no_scale,no_sel",16,"(16, 4)",6007,0.10950915698413242,0.24463294375300915,0.08517119744635507,0.1485337011897794,0.21135714505082775,0.364586275063541,0.7130468052544312,0.6046389035318924,0.3826358621741409
"count_enc,mean_imp,no_samp,no_scale,k_best_sel",16,"(16, 4)",6007,0.14354411197711944,0.1867326573111203,0.1777787708393331,0.24939428508992725,0.19495715733546254,0.322304213282552,0.6369085575819404,0.5271549576482313,0.34584101018255675
"loo_enc,median_imp,no_scale,k_best_sel,no_samp",16,"(16, 4)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"count_enc,most_freq_imp,k_best_sel,no_scale,no_samp",16,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"count_enc,most_freq_imp,no_samp,k_best_sel,no_scale",16,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"count_enc,most_freq_imp,k_best_sel,no_scale,no_samp",17,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"count_enc,most_freq_imp,no_samp,no_scale,no_sel",17,"(16, 4)",6007,0.10983040526315954,0.24409206232335914,0.08622193296121536,0.14958443670463967,0.2111421639384541,0.36386696730552376,0.7121540619818909,0.603652647291246,0.3821894905378709
"count_enc,mean_imp,no_samp,no_scale,k_best_sel",17,"(16, 4)",6007,0.14354411197711944,0.1867326573111203,0.1777787708393331,0.24939428508992725,0.19495715733546254,0.322304213282552,0.6369085575819404,0.5271549576482313,0.34584101018255675
"count_enc,most_freq_imp,no_samp,no_sel,no_scale",17,"(16, 4)",6007,0.10983040526315954,0.24409206232335914,0.08622193296121536,0.14958443670463967,0.2111421639384541,0.36386696730552376,0.7121540619818909,0.603652647291246,0.3821894905378709
"count_enc,median_imp,no_samp,no_scale,no_sel",17,"(16, 4)",6007,0.10950915698413242,0.24463294375300915,0.08517119744635507,0.1485337011897794,0.21135714505082775,0.364586275063541,0.7130468052544312,0.6046389035318924,0.3826358621741409
"count_enc,most_freq_imp,no_samp,no_scale,k_best_sel",17,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"count_enc,most_freq_imp,no_sel,no_scale,no_samp",17,"(16, 4)",6007,0.10983040526315954,0.24409206232335914,0.08622193296121536,0.14958443670463967,0.2111421639384541,0.36386696730552376,0.7121540619818909,0.603652647291246,0.3821894905378709
"loo_enc,median_imp,no_scale,k_best_sel,no_samp",17,"(16, 4)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"count_enc,most_freq_imp,no_samp,k_best_sel,no_scale",17,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"count_enc,most_freq_imp,over_samp,no_scale,k_best_sel",17,"(16, 4)",6007,0.4044967467191278,0.3559621986504214,0.35264065304590986,0.6373274313065045,0.30434238470873803,0.3114008305759687,0.2854659688511328,0.2986786242726986,0.30434238470873803
"count_enc,median_imp,k_best_sel,no_scale,no_samp",18,"(16, 4)",6007,0.08840852170103554,0.3040384075630186,0.04010173533687315,0.09257467793093524,0.2167930960351344,0.3771984924623117,0.7470985843642386,0.6402721088435377,0.3978413633795306
"loo_enc,most_freq_imp,no_scale,k_best_sel,no_samp",18,"(16, 4)",6007,0.1811197601159849,0.22978150411254805,0.17704963448968966,0.2572936043235324,0.1618193544424311,0.2746232036452857,0.4721336564213744,0.3889422012253631,0.2677618120294576
"count_enc,mean_imp,no_samp,no_scale,k_best_sel",18,"(16, 4)",6007,0.14354411197711944,0.1867326573111203,0.1777787708393331,0.24939428508992725,0.19495715733546254,0.322304213282552,0.6369085575819404,0.5271549576482313,0.34584101018255675
"count_enc,most_freq_imp,no_samp,no_scale,k_best_sel",18,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"loo_enc,median_imp,no_scale,k_best_sel,no_samp",18,"(16, 4)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"count_enc,most_freq_imp,no_samp,k_best_sel,no_scale",18,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"ordinal_enc,most_freq_imp,no_samp,no_scale,no_sel",18,"(16, 4)",6007,0.1574036805865731,0.17313736741045513,0.23231936655913585,0.2996102607425047,0.18150548201836567,0.2855873861869861,0.5897206988904481,0.4787751134154242,0.32087167630606545
"count_enc,most_freq_imp,k_best_sel,no_scale,no_samp",18,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"count_enc,most_freq_imp,no_samp,no_sel,no_scale",18,"(16, 4)",6007,0.10983040526315954,0.24409206232335914,0.08622193296121536,0.14958443670463967,0.2111421639384541,0.36386696730552376,0.7121540619818909,0.603652647291246,0.3821894905378709
"count_enc,median_imp,no_samp,no_scale,no_sel",18,"(16, 4)",6007,0.10950915698413242,0.24463294375300915,0.08517119744635507,0.1485337011897794,0.21135714505082775,0.364586275063541,0.7130468052544312,0.6046389035318924,0.3826358621741409
"count_enc,most_freq_imp,no_samp,no_scale,k_best_sel",19,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"count_enc,mean_imp,k_best_sel,no_scale,no_samp",19,"(16, 4)",6007,0.14354411197711944,0.1867326573111203,0.1777787708393331,0.24939428508992725,0.19495715733546254,0.322304213282552,0.6369085575819404,0.5271549576482313,0.34584101018255675
"count_enc,most_freq_imp,no_scale,k_best_sel,no_samp",19,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"loo_enc,median_imp,k_best_sel,no_scale,no_samp",19,"(16, 4)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"loo_enc,median_imp,no_scale,k_best_sel,no_samp",19,"(16, 4)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"count_enc,median_imp,k_best_sel,no_scale,no_samp",19,"(16, 4)",6007,0.08840852170103554,0.3040384075630186,0.04010173533687315,0.09257467793093524,0.2167930960351344,0.3771984924623117,0.7470985843642386,0.6402721088435377,0.3978413633795306
"ordinal_enc,most_freq_imp,no_samp,no_scale,no_sel",19,"(16, 4)",6007,0.1574036805865731,0.17313736741045513,0.23231936655913585,0.2996102607425047,0.18150548201836567,0.2855873861869861,0.5897206988904481,0.4787751134154242,0.32087167630606545
"loo_enc,most_freq_imp,no_scale,k_best_sel,no_samp",19,"(16, 4)",6007,0.1811197601159849,0.22978150411254805,0.17704963448968966,0.2572936043235324,0.1618193544424311,0.2746232036452857,0.4721336564213744,0.3889422012253631,0.2677618120294576
"count_enc,mean_imp,no_samp,no_scale,k_best_sel",19,"(16, 4)",6007,0.14354411197711944,0.1867326573111203,0.1777787708393331,0.24939428508992725,0.19495715733546254,0.322304213282552,0.6369085575819404,0.5271549576482313,0.34584101018255675
"count_enc,most_freq_imp,no_samp,k_best_sel,no_scale",19,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"loo_enc,most_freq_imp,no_scale,k_best_sel,no_samp",20,"(16, 4)",6007,0.1811197601159849,0.22978150411254805,0.17704963448968966,0.2572936043235324,0.1618193544424311,0.2746232036452857,0.4721336564213744,0.3889422012253631,0.2677618120294576
"ordinal_enc,most_freq_imp,no_samp,no_scale,no_sel",20,"(16, 4)",6007,0.1574036805865731,0.17313736741045513,0.23231936655913585,0.2996102607425047,0.18150548201836567,0.2855873861869861,0.5897206988904481,0.4787751134154242,0.32087167630606545
"loo_enc,median_imp,k_best_sel,no_scale,no_samp",20,"(16, 4)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"count_enc,most_freq_imp,no_samp,no_scale,k_best_sel",20,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"count_enc,most_freq_imp,no_scale,k_best_sel,no_samp",20,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"count_enc,mean_imp,k_best_sel,no_scale,no_samp",20,"(16, 4)",6007,0.14354411197711944,0.1867326573111203,0.1777787708393331,0.24939428508992725,0.19495715733546254,0.322304213282552,0.6369085575819404,0.5271549576482313,0.34584101018255675
"loo_enc,median_imp,no_scale,k_best_sel,no_samp",20,"(16, 4)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"count_enc,mean_imp,no_samp,no_scale,k_best_sel",20,"(16, 4)",6007,0.14354411197711944,0.1867326573111203,0.1777787708393331,0.24939428508992725,0.19495715733546254,0.322304213282552,0.6369085575819404,0.5271549576482313,0.34584101018255675
"count_enc,median_imp,k_best_sel,no_scale,no_samp",20,"(16, 4)",6007,0.08840852170103554,0.3040384075630186,0.04010173533687315,0.09257467793093524,0.2167930960351344,0.3771984924623117,0.7470985843642386,0.6402721088435377,0.3978413633795306
"count_enc,most_freq_imp,no_samp,k_best_sel,no_scale",20,"(16, 4)",6007,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"target_enc,median_imp,quant_scale,under_samp,k_best_sel",0,"(20, 0)",6007,0.39353797833532733,0.37275126138070747,0.20677601507760254,0.4456072530678322,0.19847496333375847,0.21082988107625372,0.1771039248820303,0.1943220554089946,0.19847496333375847
"count_enc,most_freq_imp,under_samp,no_scale,k_best_sel",0,"(20, 0)",6007,0.4084007042850077,0.35005497208905706,0.3577215743927876,0.6445502062203539,0.30261904572120896,0.309414861179529,0.2845818454278792,0.2972280472888931,0.3026190457212089
"count_enc,most_freq_imp,no_samp,k_best_sel,min_max_scale",0,"(20, 0)",6007,0.18825256948133232,0.13000562269390528,0.30657057904910057,0.3897189280390269,0.1755167224593841,0.2881626145874848,0.5444458614972587,0.4444358037172407,0.3014705035641633
"target_enc,most_freq_imp,no_sel,no_samp,min_max_scale",0,"(20, 0)",6007,0.1899042688905657,0.21613676470440832,0.20612647682894555,0.2905349099097481,0.16148152698012966,0.2789662844429231,0.4626960846830767,0.3842443729903533,0.26431729800496845
"onehot_enc,mean_imp,no_samp,quant_scale,no_sel",0,"(20, 0)",6007,0.19439043248769086,0.2518955273919484,0.19044361587462375,0.2781050241784763,0.16234145142962414,0.29935605465682397,0.4310674658844534,0.3720439189189192,0.2540855128775021
"onehot_enc,median_imp,norm_scale,over_samp,no_sel",0,"(20, 0)",6007,0.22360964743960088,-1.0,0.4265796821988308,0.5147130224824004,0.23973376820388345,0.2587204646406951,0.20038683252427186,0.2306591524775721,0.23973376820388345
"count_enc,median_imp,k_best_sel,norm_scale,over_samp",0,"(20, 0)",6007,0.2069830288895815,-1.0,0.6591693699636466,0.8143589159394601,0.3203200849514564,0.32013346724699504,0.3208270125404531,0.32048801825102835,0.3203200849514564
"target_enc,most_freq_imp,no_sel,over_samp,quant_scale",0,"(20, 0)",6007,0.3889173018981513,0.3760085087771082,0.1973964698065259,0.43485762247418186,0.19914290048543687,0.20989263460783275,0.180615392394822,0.1955206783582776,0.19914290048543687
"onehot_enc,median_imp,k_best_sel,over_samp,no_scale",0,"(20, 0)",6007,0.4627337122793074,0.305338890240184,0.31179806956206274,0.6176808733547416,0.20695792880258893,0.2294191490959141,0.16544359324433655,0.1987086467511654,0.20695792880258893
"loo_enc,median_imp,k_best_sel,no_scale,no_samp",0,"(20, 0)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"count_enc,most_freq_imp,k_best_sel,norm_scale,over_samp",1,"(20, 0)",6007,0.2069237489902088,-1.0,0.6601106217532444,0.8155119327415682,0.3203453681229773,0.3202098660763126,0.320704389158576,0.3204668638092362,0.3203453681229773
"target_enc,median_imp,no_sel,over_samp,quant_scale",1,"(20, 0)",6007,0.3874651586188391,0.3765093558307501,0.19798513556127664,0.43364123162052576,0.1999585988066344,0.2098666270308312,0.18288392495954706,0.19660223102011584,0.1999585988066344
"count_enc,median_imp,no_samp,k_best_sel,min_max_scale",1,"(20, 0)",6007,0.18948321664469767,0.1322321793425897,0.30378555064881285,0.3882839031009933,0.1753631645219739,0.2898007496547642,0.5408748884070914,0.4422927962819515,0.30015022737506664
"onehot_enc,mean_imp,no_samp,quant_scale,no_sel",1,"(20, 0)",6007,0.19439043248769086,0.2518955273919484,0.19044361587462375,0.2781050241784763,0.16234145142962414,0.29935605465682397,0.4310674658844534,0.3720439189189192,0.2540855128775021
"loo_enc,median_imp,k_best_sel,no_scale,no_samp",1,"(20, 0)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"count_enc,most_freq_imp,no_samp,k_best_sel,min_max_scale",1,"(20, 0)",6007,0.18825256948133232,0.13000562269390528,0.30657057904910057,0.3897189280390269,0.1755167224593841,0.2881626145874848,0.5444458614972587,0.4444358037172407,0.3014705035641633
"onehot_enc,median_imp,k_best_sel,over_samp,no_scale",1,"(20, 0)",6007,0.4627337122793074,0.305338890240184,0.31179806956206274,0.6176808733547416,0.20695792880258893,0.2294191490959141,0.16544359324433655,0.1987086467511654,0.20695792880258893
"target_enc,most_freq_imp,no_sel,no_samp,min_max_scale",1,"(20, 0)",6007,0.1899042688905657,0.21613676470440832,0.20612647682894555,0.2905349099097481,0.16148152698012966,0.2789662844429231,0.4626960846830767,0.3842443729903533,0.26431729800496845
"woe_enc,most_freq_imp,quant_scale,under_samp,k_best_sel",1,"(20, 0)",6007,0.3983418862168687,0.3663366895445706,0.22326671728416,0.4630659635255703,0.2002365371126132,0.2124971009933765,0.17890336054074735,0.1960524832628044,0.2002365371126132
"target_enc,most_freq_imp,no_sel,over_samp,quant_scale",1,"(20, 0)",6007,0.3889173018981513,0.3760085087771082,0.1973964698065259,0.43485762247418186,0.19914290048543687,0.20989263460783275,0.180615392394822,0.1955206783582776,0.19914290048543687
"onehot_enc,mean_imp,over_samp,quant_scale,no_sel",2,"(20, 0)",6007,0.38963594271362095,0.38545914701868456,0.1899239194068413,0.4247708220979832,0.1922927412014563,0.20928043265510185,0.16307582423139155,0.18683431861474556,0.1922927412014563
"target_enc,median_imp,no_sel,no_samp,quant_scale",2,"(20, 0)",6007,0.20141320354840928,0.22143095523863068,0.21607695361307616,0.3093960049642596,0.16267927889192588,0.2966101694915257,0.4389746205841088,0.3758070237672938,0.2570075368292719
"onehot_enc,mean_imp,no_samp,no_sel,quant_scale",2,"(20, 0)",6007,0.19439043248769086,0.2518955273919484,0.19044361587462375,0.2781050241784763,0.16234145142962414,0.29935605465682397,0.4310674658844534,0.3720439189189192,0.2540855128775021
"count_enc,median_imp,no_samp,min_max_scale,k_best_sel",2,"(20, 0)",6007,0.18948321664469767,0.1322321793425897,0.30378555064881285,0.3882839031009933,0.1753631645219739,0.2898007496547642,0.5408748884070914,0.4422927962819515,0.30015022737506664
"target_enc,most_freq_imp,no_sel,no_samp,min_max_scale",2,"(20, 0)",6007,0.1899042688905657,0.21613676470440832,0.20612647682894555,0.2905349099097481,0.16148152698012966,0.2789662844429231,0.4626960846830767,0.3842443729903533,0.26431729800496845
"target_enc,median_imp,no_sel,over_samp,quant_scale",2,"(20, 0)",6007,0.3874651586188391,0.3765093558307501,0.19798513556127664,0.43364123162052576,0.1999585988066344,0.2098666270308312,0.18288392495954706,0.19660223102011584,0.1999585988066344
"count_enc,most_freq_imp,no_samp,k_best_sel,min_max_scale",2,"(20, 0)",6007,0.18825256948133232,0.13000562269390528,0.30657057904910057,0.3897189280390269,0.1755167224593841,0.2881626145874848,0.5444458614972587,0.4444358037172407,0.3014705035641633
"onehot_enc,median_imp,k_best_sel,over_samp,no_scale",2,"(20, 0)",6007,0.4627337122793074,0.305338890240184,0.31179806956206274,0.6176808733547416,0.20695792880258893,0.2294191490959141,0.16544359324433655,0.1987086467511654,0.20695792880258893
"onehot_enc,mean_imp,no_samp,quant_scale,no_sel",2,"(20, 0)",6007,0.19439043248769086,0.2518955273919484,0.19044361587462375,0.2781050241784763,0.16234145142962414,0.29935605465682397,0.4310674658844534,0.3720439189189192,0.2540855128775021
"loo_enc,median_imp,k_best_sel,no_scale,no_samp",2,"(20, 0)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"count_enc,median_imp,k_best_sel,min_max_scale,no_samp",3,"(20, 0)",6007,0.18948321664469767,0.1322321793425897,0.30378555064881285,0.3882839031009933,0.1753631645219739,0.2898007496547642,0.5408748884070914,0.4422927962819515,0.30015022737506664
"loo_enc,median_imp,no_samp,no_scale,k_best_sel",3,"(20, 0)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"target_enc,median_imp,no_samp,quant_scale,no_sel",3,"(20, 0)",6007,0.20141320354840928,0.22143095523863068,0.21607695361307616,0.3093960049642596,0.16267927889192588,0.2966101694915257,0.4389746205841088,0.3758070237672938,0.2570075368292719
"count_enc,median_imp,k_best_sel,no_samp,min_max_scale",3,"(20, 0)",6007,0.18948321664469767,0.1322321793425897,0.30378555064881285,0.3882839031009933,0.1753631645219739,0.2898007496547642,0.5408748884070914,0.4422927962819515,0.30015022737506664
"onehot_enc,median_imp,k_best_sel,no_scale,no_samp",3,"(20, 0)",6007,0.19124903616355665,0.18383930708893464,0.2361903968910556,0.323851088486246,0.1673474401891835,0.2852782764811488,0.4922841474301754,0.4063082544180148,0.2782820413526276
"loo_enc,median_imp,k_best_sel,over_samp,no_scale",3,"(20, 0)",6007,0.4137609900407855,0.35068667000661563,0.22471800807600253,0.4859491093300112,0.19669643760113265,0.21159313677520009,0.17086493729773464,0.1917441741770444,0.19669643760113265
"onehot_enc,mean_imp,no_samp,no_sel,quant_scale",3,"(20, 0)",6007,0.19439043248769086,0.2518955273919484,0.19044361587462375,0.2781050241784763,0.16234145142962414,0.29935605465682397,0.4310674658844534,0.3720439189189192,0.2540855128775021
"count_enc,median_imp,no_samp,min_max_scale,k_best_sel",3,"(20, 0)",6007,0.18948321664469767,0.1322321793425897,0.30378555064881285,0.3882839031009933,0.1753631645219739,0.2898007496547642,0.5408748884070914,0.4422927962819515,0.30015022737506664
"count_enc,most_freq_imp,no_samp,k_best_sel,min_max_scale",3,"(20, 0)",6007,0.18825256948133232,0.13000562269390528,0.30657057904910057,0.3897189280390269,0.1755167224593841,0.2881626145874848,0.5444458614972587,0.4444358037172407,0.3014705035641633
"loo_enc,median_imp,k_best_sel,no_scale,no_samp",3,"(20, 0)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"loo_enc,median_imp,k_best_sel,over_samp,no_scale",4,"(20, 0)",6007,0.4137609900407855,0.35068667000661563,0.22471800807600253,0.4859491093300112,0.19669643760113265,0.21159313677520009,0.17086493729773464,0.1917441741770444,0.19669643760113265
"count_enc,most_freq_imp,no_samp,k_best_sel,min_max_scale",4,"(20, 0)",6007,0.18825256948133232,0.13000562269390528,0.30657057904910057,0.3897189280390269,0.1755167224593841,0.2881626145874848,0.5444458614972587,0.4444358037172407,0.3014705035641633
"count_enc,median_imp,k_best_sel,min_max_scale,no_samp",4,"(20, 0)",6007,0.18948321664469767,0.1322321793425897,0.30378555064881285,0.3882839031009933,0.1753631645219739,0.2898007496547642,0.5408748884070914,0.4422927962819515,0.30015022737506664
"onehot_enc,median_imp,k_best_sel,no_scale,no_samp",4,"(20, 0)",6007,0.19124903616355665,0.18383930708893464,0.2361903968910556,0.323851088486246,0.1673474401891835,0.2852782764811488,0.4922841474301754,0.4063082544180148,0.2782820413526276
"loo_enc,median_imp,no_samp,no_scale,k_best_sel",4,"(20, 0)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"count_enc,median_imp,k_best_sel,no_samp,min_max_scale",4,"(20, 0)",6007,0.18948321664469767,0.1322321793425897,0.30378555064881285,0.3882839031009933,0.1753631645219739,0.2898007496547642,0.5408748884070914,0.4422927962819515,0.30015022737506664
"loo_enc,median_imp,k_best_sel,no_scale,no_samp",4,"(20, 0)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"count_enc,median_imp,no_samp,min_max_scale,k_best_sel",4,"(20, 0)",6007,0.18948321664469767,0.1322321793425897,0.30378555064881285,0.3882839031009933,0.1753631645219739,0.2898007496547642,0.5408748884070914,0.4422927962819515,0.30015022737506664
"count_enc,median_imp,over_samp,min_max_scale,k_best_sel",4,"(20, 0)",6007,0.4489121525617111,0.28128658533228457,0.3696913503991148,0.6364633357956797,0.22222801628236247,0.2243199319584992,0.21843459243527505,0.22138889372288556,0.22222801628236247
"onehot_enc,mean_imp,no_samp,no_sel,quant_scale",4,"(20, 0)",6007,0.19439043248769086,0.2518955273919484,0.19044361587462375,0.2781050241784763,0.16234145142962414,0.29935605465682397,0.4310674658844534,0.3720439189189192,0.2540855128775021
"count_enc,median_imp,k_best_sel,no_samp,min_max_scale",5,"(20, 0)",6007,0.18948321664469767,0.1322321793425897,0.30378555064881285,0.3882839031009933,0.1753631645219739,0.2898007496547642,0.5408748884070914,0.4422927962819515,0.30015022737506664
"loo_enc,most_freq_imp,no_samp,k_best_sel,min_max_scale",5,"(20, 0)",6007,0.1870267710591844,0.21477584944515768,0.2047465032138275,0.2884659587445913,0.16381560762875824,0.2816582476920396,0.4740466777196781,0.3927256663230745,0.2697296495394512
"count_enc,median_imp,k_best_sel,over_samp,no_scale",5,"(20, 0)",6007,0.416284518736586,0.3406321740332038,0.3671117834749942,0.6589024987430719,0.29967669144417475,0.3069113391382113,0.28081323321197404,0.2941069517382042,0.29967669144417475
"loo_enc,median_imp,no_samp,no_scale,k_best_sel",5,"(20, 0)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"loo_enc,median_imp,k_best_sel,no_scale,no_samp",5,"(20, 0)",6007,0.1744230647717265,0.2487292782415659,0.1551850926691943,0.2309363466888269,0.16142010380516567,0.2724872381622952,0.472898864940696,0.3886998964650201,0.2677601120819983
"count_enc,median_imp,k_best_sel,min_max_scale,no_samp",5,"(20, 0)",6007,0.18948321664469767,0.1322321793425897,0.30378555064881285,0.3882839031009933,0.1753631645219739,0.2898007496547642,0.5408748884070914,0.4422927962819515,0.30015022737506664
"loo_enc,median_imp,k_best_sel,over_samp,no_scale",5,"(20, 0)",6007,0.4137609900407855,0.35068667000661563,0.22471800807600253,0.4859491093300112,0.19669643760113265,0.21159313677520009,0.17086493729773464,0.1917441741770444,0.19669643760113265
"count_enc,most_freq_imp,no_samp,no_sel,min_max_scale",5,"(20, 0)",6007,0.18668165402066936,0.13469618355448,0.3047241211341575,0.38617910808123934,0.17533245293449246,0.28739529317909873,0.5443183267440374,0.4441073512252035,0.30130560350146857
"count_enc,most_freq_imp,no_samp,k_best_sel,min_max_scale",5,"(20, 0)",6007,0.18825256948133232,0.13000562269390528,0.30657057904910057,0.3897189280390269,0.1755167224593841,0.2881626145874848,0.5444458614972587,0.4444358037172407,0.3014705035641633
"onehot_enc,median_imp,k_best_sel,no_scale,no_samp",5,"(20, 0)",6007,0.19124903616355665,0.18383930708893464,0.2361903968910556,0.323851088486246,0.1673474401891835,0.2852782764811488,0.4922841474301754,0.4063082544180148,0.2782820413526276
