pipe,gen,acc_dp_reps,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"loo_enc,mean_imp,no_samp,norm_scale,no_sel",12,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,most_freq_imp,k_best_sel,norm_scale,no_samp",12,"(0, 20)",49798,0.2765927977839336,-1.0,0.2360367253251723,0.2360367253251723,0.0784562420728392,0.0,0.2338644342425057,0.1324159021406726,0.1169322171212528
"loo_enc,most_freq_imp,no_samp,norm_scale,k_best_sel",12,"(0, 20)",49798,0.0632963988919667,-1.0,0.8251721499617445,0.8251721499617445,0.2785830766443201,0.0,0.830407777477722,0.7099976910644183,0.415203888738861
"onehot_enc,most_freq_imp,no_samp,no_scale,k_best_sel",12,"(0, 20)",49798,0.0533373769678254,1.2607453332434786,0.0086782831444443,0.0116224888238781,0.1009240804493565,0.0102156640181612,0.2935457736970019,0.1755436495430194,0.148613377646047
"loo_enc,median_imp,no_samp,no_scale,k_best_sel",12,"(0, 20)",49798,0.0892827966085709,1.8923605168888031,0.0943707085461274,0.1491996179600914,0.2563870266352598,0.2504288164665524,0.6459627329192541,0.5190755685986799,0.3528382171753738
"onehot_enc,most_freq_imp,norm_scale,no_samp,k_best_sel",13,"(0, 20)",49798,0.0632963988919667,-1.0,0.8251721499617445,0.8251721499617445,0.2785830766443201,0.0,0.830407777477722,0.7099976910644183,0.415203888738861
"loo_enc,mean_imp,no_samp,norm_scale,k_best_sel",13,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,median_imp,no_samp,norm_scale,no_sel",13,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,norm_scale,no_samp,k_best_sel",13,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,most_freq_imp,no_samp,no_scale,k_best_sel",13,"(0, 20)",49798,0.0533373769678254,1.2607453332434786,0.0086782831444443,0.0116224888238781,0.1009240804493565,0.0102156640181612,0.2935457736970019,0.1755436495430194,0.148613377646047
"loo_enc,mean_imp,no_samp,norm_scale,no_sel",13,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,most_freq_imp,quant_scale,no_samp,no_sel",13,"(0, 20)",49798,0.075867628045604,1.427862044133111,0.0556841279175563,0.0710840070243724,0.1306396086247509,0.0487025948103791,0.3564677288684844,0.2322809278350512,0.1865501561861169
"onehot_enc,most_freq_imp,k_best_sel,norm_scale,no_samp",13,"(0, 20)",49798,0.2765927977839336,-1.0,0.2360367253251723,0.2360367253251723,0.0784562420728392,0.0,0.2338644342425057,0.1324159021406726,0.1169322171212528
"loo_enc,most_freq_imp,no_samp,norm_scale,k_best_sel",13,"(0, 20)",49798,0.0632963988919667,-1.0,0.8251721499617445,0.8251721499617445,0.2785830766443201,0.0,0.830407777477722,0.7099976910644183,0.415203888738861
"loo_enc,most_freq_imp,no_samp,norm_scale,no_sel",13,"(0, 20)",49798,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"onehot_enc,most_freq_imp,norm_scale,no_samp,k_best_sel",14,"(0, 20)",49798,0.0632963988919667,-1.0,0.8251721499617445,0.8251721499617445,0.2785830766443201,0.0,0.830407777477722,0.7099976910644183,0.415203888738861
"loo_enc,mean_imp,no_samp,norm_scale,k_best_sel",14,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,most_freq_imp,no_samp,norm_scale,k_best_sel",14,"(0, 20)",49798,0.0632963988919667,-1.0,0.8251721499617445,0.8251721499617445,0.2785830766443201,0.0,0.830407777477722,0.7099976910644183,0.415203888738861
"onehot_enc,most_freq_imp,k_best_sel,norm_scale,no_samp",14,"(0, 20)",49798,0.2765927977839336,-1.0,0.2360367253251723,0.2360367253251723,0.0784562420728392,0.0,0.2338644342425057,0.1324159021406726,0.1169322171212528
"loo_enc,most_freq_imp,no_samp,norm_scale,no_sel",14,"(0, 20)",49798,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"loo_enc,median_imp,no_samp,norm_scale,k_best_sel",14,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,no_samp,norm_scale,no_sel",14,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,norm_scale,no_samp,k_best_sel",14,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,most_freq_imp,no_samp,no_scale,k_best_sel",14,"(0, 20)",49798,0.0533373769678254,1.2607453332434786,0.0086782831444443,0.0116224888238781,0.1009240804493565,0.0102156640181612,0.2935457736970019,0.1755436495430194,0.148613377646047
"loo_enc,median_imp,no_samp,norm_scale,no_sel",14,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,median_imp,no_samp,norm_scale,k_best_sel",15,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,most_freq_imp,norm_scale,no_samp,no_sel",15,"(0, 20)",49798,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"loo_enc,mean_imp,no_samp,norm_scale,no_sel",15,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,no_samp,norm_scale,k_best_sel",15,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,median_imp,no_samp,norm_scale,no_sel",15,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,norm_scale,no_samp,k_best_sel",15,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,most_freq_imp,norm_scale,no_samp,k_best_sel",15,"(0, 20)",49798,0.0632963988919667,-1.0,0.8251721499617445,0.8251721499617445,0.2785830766443201,0.0,0.830407777477722,0.7099976910644183,0.415203888738861
"loo_enc,most_freq_imp,no_samp,norm_scale,no_sel",15,"(0, 20)",49798,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"onehot_enc,most_freq_imp,no_samp,no_scale,k_best_sel",15,"(0, 20)",49798,0.0533373769678254,1.2607453332434786,0.0086782831444443,0.0116224888238781,0.1009240804493565,0.0102156640181612,0.2935457736970019,0.1755436495430194,0.148613377646047
"loo_enc,most_freq_imp,no_samp,norm_scale,k_best_sel",15,"(0, 20)",49798,0.0632963988919667,-1.0,0.8251721499617445,0.8251721499617445,0.2785830766443201,0.0,0.830407777477722,0.7099976910644183,0.415203888738861
"onehot_enc,most_freq_imp,no_samp,no_scale,k_best_sel",16,"(0, 20)",49798,0.0533373769678254,1.2607453332434786,0.0086782831444443,0.0116224888238781,0.1009240804493565,0.0102156640181612,0.2935457736970019,0.1755436495430194,0.148613377646047
"loo_enc,median_imp,no_samp,norm_scale,no_sel",16,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,no_samp,norm_scale,k_best_sel",16,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,norm_scale,no_samp,k_best_sel",16,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,no_samp,norm_scale,no_sel",16,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,median_imp,no_samp,norm_scale,k_best_sel",16,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,most_freq_imp,no_samp,norm_scale,k_best_sel",16,"(0, 20)",49798,0.0632963988919667,-1.0,0.8251721499617445,0.8251721499617445,0.2785830766443201,0.0,0.830407777477722,0.7099976910644183,0.415203888738861
"onehot_enc,most_freq_imp,norm_scale,no_samp,no_sel",16,"(0, 20)",49798,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"onehot_enc,most_freq_imp,norm_scale,no_samp,k_best_sel",16,"(0, 20)",49798,0.0632963988919667,-1.0,0.8251721499617445,0.8251721499617445,0.2785830766443201,0.0,0.830407777477722,0.7099976910644183,0.415203888738861
"loo_enc,most_freq_imp,no_samp,norm_scale,no_sel",16,"(0, 20)",49798,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"loo_enc,mean_imp,no_samp,norm_scale,k_best_sel",17,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,median_imp,norm_scale,no_samp,no_sel",17,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,median_imp,no_samp,norm_scale,no_sel",17,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,most_freq_imp,norm_scale,no_samp,k_best_sel",17,"(0, 20)",49798,0.0632963988919667,-1.0,0.8251721499617445,0.8251721499617445,0.2785830766443201,0.0,0.830407777477722,0.7099976910644183,0.415203888738861
"loo_enc,mean_imp,norm_scale,no_samp,no_sel",17,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,most_freq_imp,norm_scale,no_samp,no_sel",17,"(0, 20)",49798,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"loo_enc,mean_imp,norm_scale,no_samp,k_best_sel",17,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,no_samp,norm_scale,no_sel",17,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,most_freq_imp,no_samp,norm_scale,k_best_sel",17,"(0, 20)",49798,0.0632963988919667,-1.0,0.8251721499617445,0.8251721499617445,0.2785830766443201,0.0,0.830407777477722,0.7099976910644183,0.415203888738861
"loo_enc,median_imp,no_samp,norm_scale,k_best_sel",17,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,norm_scale,no_samp,no_sel",18,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,median_imp,no_samp,norm_scale,no_sel",18,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,no_samp,norm_scale,k_best_sel",18,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,no_samp,norm_scale,no_sel",18,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,norm_scale,no_samp,k_best_sel",18,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,median_imp,no_samp,norm_scale,k_best_sel",18,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,most_freq_imp,norm_scale,no_samp,no_sel",18,"(0, 20)",49798,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"loo_enc,median_imp,norm_scale,no_samp,no_sel",18,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,median_imp,no_samp,norm_scale,no_sel",18,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,most_freq_imp,norm_scale,no_samp,k_best_sel",18,"(0, 20)",49798,0.0632963988919667,-1.0,0.8251721499617445,0.8251721499617445,0.2785830766443201,0.0,0.830407777477722,0.7099976910644183,0.415203888738861
"loo_enc,mean_imp,norm_scale,no_samp,k_best_sel",19,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,no_samp,norm_scale,k_best_sel",19,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,norm_scale,no_samp,no_sel",19,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,no_samp,norm_scale,no_sel",19,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,median_imp,no_samp,norm_scale,no_sel",19,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,median_imp,no_samp,norm_scale,k_best_sel",19,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,median_imp,no_samp,norm_scale,no_sel",19,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,most_freq_imp,norm_scale,no_samp,k_best_sel",19,"(0, 20)",49798,0.0632963988919667,-1.0,0.8251721499617445,0.8251721499617445,0.2785830766443201,0.0,0.830407777477722,0.7099976910644183,0.415203888738861
"onehot_enc,most_freq_imp,norm_scale,no_samp,no_sel",19,"(0, 20)",49798,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"loo_enc,median_imp,norm_scale,no_samp,no_sel",19,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,most_freq_imp,norm_scale,no_samp,no_sel",20,"(0, 20)",49798,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"loo_enc,mean_imp,no_samp,norm_scale,k_best_sel",20,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,median_imp,no_samp,norm_scale,no_sel",20,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,median_imp,no_samp,norm_scale,k_best_sel",20,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,median_imp,no_samp,norm_scale,no_sel",20,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,most_freq_imp,norm_scale,no_samp,k_best_sel",20,"(0, 20)",49798,0.0632963988919667,-1.0,0.8251721499617445,0.8251721499617445,0.2785830766443201,0.0,0.830407777477722,0.7099976910644183,0.415203888738861
"loo_enc,mean_imp,no_samp,norm_scale,no_sel",20,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,norm_scale,no_samp,k_best_sel",20,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,mean_imp,no_samp,norm_scale,no_sel",20,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"loo_enc,mean_imp,norm_scale,no_samp,no_sel",20,"(0, 20)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,most_freq_imp,under_samp,no_sel,quant_scale",0,"(4, 16)",49798,0.1235196966438669,1.3599315202617095,0.0548453392606597,0.1352229230502036,0.1841982007831487,0.1291650762267037,0.2583884688090737,0.1989587806280968,0.1841982007831487
"onehot_enc,median_imp,norm_scale,over_samp,no_sel",0,"(4, 16)",49798,0.5198681253362317,-1.0,0.415186443295196,0.8620254847628473,0.4374818933197,0.4387694463344671,0.4270087764144512,0.4329515833766859,0.4374818933197
"count_enc,median_imp,no_samp,no_scale,k_best_sel",0,"(4, 16)",49798,0.0892827966085709,1.8923605168888031,0.0943707085461274,0.1491996179600914,0.2563870266352598,0.2504288164665524,0.6459627329192541,0.5190755685986799,0.3528382171753738
"loo_enc,median_imp,under_samp,k_best_sel,no_scale",0,"(4, 16)",49798,0.1854827564220587,1.615867133912859,0.1577208592585801,0.3069254742466177,0.3096201559546312,0.2765808938640059,0.3835403726708074,0.3343413516672564,0.3096201559546312
"onehot_enc,median_imp,no_scale,no_sel,over_samp",0,"(4, 16)",49798,0.175449704307309,1.5326319958160832,0.1456308350433993,0.2821738317094491,0.2969815098841171,0.273062488238509,0.3496293456032718,0.3134893428021904,0.2969815098841171
"ordinal_enc,median_imp,k_best_sel,norm_scale,under_samp",0,"(4, 16)",49798,0.2690633375783903,-1.0,0.6084664307574599,0.7399002408106412,0.3765464657034835,0.2291966038734813,0.648595733189306,0.5172833978679229,0.3765464657034836
"loo_enc,mean_imp,under_samp,no_sel,norm_scale",0,"(4, 16)",49798,0.517900610021419,-1.0,0.4226699980872228,0.8737720288317677,0.4434200310559005,0.4445403976367846,0.4332720091817446,0.4389656865225456,0.4434200310559005
"woe_enc,median_imp,no_sel,max_abs_scale,over_samp",0,"(4, 16)",49798,0.1955554850691014,1.5707786624323892,0.1900570762411813,0.3318873857996506,0.3176028885480571,0.307398084454951,0.3440950920245397,0.3262485515818968,0.3176028885480571
"loo_enc,mean_imp,no_samp,norm_scale,no_sel",0,"(4, 16)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"count_enc,most_freq_imp,max_abs_scale,over_samp,k_best_sel",0,"(4, 16)",49798,0.1024442157505818,1.2935197996364731,0.0298917095715867,0.0745591296063463,0.1273964723926379,0.0539358511269916,0.2097392638036809,0.1388301918103447,0.1273964723926379
"onehot_enc,most_freq_imp,under_samp,k_best_sel,quant_scale",1,"(4, 16)",49798,0.1271186095079517,1.3830914633330438,0.0523083569224975,0.1411850388500784,0.1839260396975425,0.1209832550634608,0.2669372805833108,0.2005735546989857,0.1839260396975425
"count_enc,most_freq_imp,max_abs_scale,over_samp,k_best_sel",1,"(4, 16)",49798,0.1024442157505818,1.2935197996364731,0.0298917095715867,0.0745591296063463,0.1273964723926379,0.0539358511269916,0.2097392638036809,0.1388301918103447,0.1273964723926379
"onehot_enc,median_imp,norm_scale,no_samp,no_sel",1,"(4, 16)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"count_enc,median_imp,over_samp,no_scale,k_best_sel",1,"(4, 16)",49798,0.1784532132218746,1.5726726030766844,0.1488523148321214,0.292449790212347,0.309905419222904,0.27988428527688,0.3779694955691888,0.3325469184744888,0.3099054192229039
"loo_enc,mean_imp,no_samp,norm_scale,no_sel",1,"(4, 16)",49798,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,median_imp,no_scale,no_sel,over_samp",1,"(4, 16)",49798,0.175449704307309,1.5326319958160832,0.1456308350433993,0.2821738317094491,0.2969815098841171,0.273062488238509,0.3496293456032718,0.3134893428021904,0.2969815098841171
"count_enc,most_freq_imp,max_abs_scale,under_samp,no_sel",1,"(4, 16)",49798,0.1111884385274628,1.3166431073664988,0.0369658769039072,0.095790706730873,0.135705002700513,0.0721437961419986,0.2099733324331622,0.1465902755724348,0.135705002700513
"count_enc,median_imp,no_samp,norm_scale,k_best_sel",1,"(4, 16)",49798,0.0009695290858725,-1.0,0.999617444529456,1.0009200932485176,0.3361116144229031,0.8888888888888876,0.999729948690252,0.9994612068965534,0.5004103049518063
"onehot_enc,most_freq_imp,under_samp,no_sel,quant_scale",1,"(4, 16)",49798,0.1235196966438669,1.3599315202617095,0.0548453392606597,0.1352229230502036,0.1841982007831487,0.1291650762267037,0.2583884688090737,0.1989587806280968,0.1841982007831487
"loo_enc,median_imp,under_samp,k_best_sel,no_scale",1,"(4, 16)",49798,0.1854827564220587,1.615867133912859,0.1577208592585801,0.3069254742466177,0.3096201559546312,0.2765808938640059,0.3835403726708074,0.3343413516672564,0.3096201559546312
"count_enc,median_imp,max_abs_scale,over_samp,k_best_sel",2,"(4, 16)",49798,0.1961640581920937,1.5732475480795154,0.1892382966569506,0.3374354669083808,0.3291900988411723,0.3196839695920199,0.3555534253578731,0.338108594113546,0.3291900988411724
"loo_enc,most_freq_imp,under_samp,k_best_sel,no_scale",2,"(4, 16)",49798,0.0758516282009281,1.235413789994786,0.0058717456438207,0.0278788028378102,0.147007071968674,0.0268704652383557,0.2739628341884959,0.1683853299440966,0.147007071968674
"count_enc,most_freq_imp,max_abs_scale,under_samp,no_sel",2,"(4, 16)",49798,0.1111884385274628,1.3166431073664988,0.0369658769039072,0.095790706730873,0.135705002700513,0.0721437961419986,0.2099733324331622,0.1465902755724348,0.135705002700513
"count_enc,most_freq_imp,max_abs_scale,over_samp,k_best_sel",2,"(4, 16)",49798,0.1024442157505818,1.2935197996364731,0.0298917095715867,0.0745591296063463,0.1273964723926379,0.0539358511269916,0.2097392638036809,0.1388301918103447,0.1273964723926379
"onehot_enc,most_freq_imp,under_samp,k_best_sel,quant_scale",2,"(4, 16)",49798,0.1271186095079517,1.3830914633330438,0.0523083569224975,0.1411850388500784,0.1839260396975425,0.1209832550634608,0.2669372805833108,0.2005735546989857,0.1839260396975425
"loo_enc,median_imp,under_samp,k_best_sel,no_scale",2,"(4, 16)",49798,0.1854827564220587,1.615867133912859,0.1577208592585801,0.3069254742466177,0.3096201559546312,0.2765808938640059,0.3835403726708074,0.3343413516672564,0.3096201559546312
"onehot_enc,most_freq_imp,under_samp,no_sel,quant_scale",2,"(4, 16)",49798,0.1235196966438669,1.3599315202617095,0.0548453392606597,0.1352229230502036,0.1841982007831487,0.1291650762267037,0.2583884688090737,0.1989587806280968,0.1841982007831487
"onehot_enc,median_imp,no_scale,no_sel,over_samp",2,"(4, 16)",49798,0.175449704307309,1.5326319958160832,0.1456308350433993,0.2821738317094491,0.2969815098841171,0.273062488238509,0.3496293456032718,0.3134893428021904,0.2969815098841171
"count_enc,median_imp,over_samp,no_scale,k_best_sel",2,"(4, 16)",49798,0.1784532132218746,1.5726726030766844,0.1488523148321214,0.292449790212347,0.309905419222904,0.27988428527688,0.3779694955691888,0.3325469184744888,0.3099054192229039
