compas_screening_date,sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_arrest_date,c_days_from_compas,c_charge_degree,is_recid,num_r_cases,r_days_from_arrest,r_offense_date,r_jail_in,r_jail_out,num_vr_cases,vr_offense_date,v_decile_score,v_screening_date,screening_date
282,Female,31,1,0,5,0,2,2,-1.0,281.0,281.0,,5957.0,1.0,F,1,,0.0,749.0,748.0,781.0,,,4,282,282
462,Male,21,0,0,10,0,1,2,-1.0,461.0,965.0,9648.0,,1.0,F,0,,,,,,,,9,462,462
9,Male,30,0,0,9,0,0,8,0.0,9.0,73.0,,5685.0,0.0,F,1,,407.0,329.0,735.0,752.0,,,9,9,9
382,Male,41,0,0,7,0,0,0,-1.0,381.0,381.0,9568.0,,1.0,F,0,,,,,,,,1,382,382
79,Male,38,1,3,9,0,0,11,-1.0,78.0,554.0,,5754.0,1.0,F,0,,,,,,,,10,79,79
100,Male,59,0,0,4,0,0,8,-1.0,99.0,103.0,9286.0,,1.0,F,1,,0.0,895.0,894.0,1009.0,,,2,100,100
346,Male,21,1,0,4,0,0,1,-1.0,345.0,345.0,9532.0,,1.0,M,1,,0.0,516.0,515.0,515.0,,491.0,7,346,346
675,Female,33,0,0,4,0,0,6,-51.0,624.0,623.0,,6300.0,51.0,M,1,,,1136.0,,,,,4,675,675
462,Male,39,0,0,1,0,0,0,0.0,462.0,461.0,9649.0,,0.0,M,0,,,,,,,,1,462,462
575,Male,27,0,0,4,0,0,6,-1.0,574.0,612.0,9761.0,,1.0,F,1,,0.0,700.0,699.0,716.0,,,2,575,575
615,Male,53,1,0,1,0,0,2,,,,,5546.0,745.0,F,0,,,,,,,,1,615,615
533,Female,22,1,0,3,0,0,0,-1.0,532.0,532.0,9719.0,,1.0,F,0,,,,,,,,4,533,533
390,Female,31,1,0,5,0,0,1,-1.0,389.0,588.0,,6065.0,1.0,F,0,,,,,,,,2,390,390
636,Male,21,1,0,2,0,0,0,-1.0,635.0,635.0,9821.0,,2.0,M,0,,,,,,,,4,636,636
483,Male,29,0,0,3,0,0,3,-1.0,482.0,482.0,9669.0,,1.0,F,0,,,,,,,,3,483,483
427,Male,30,0,0,1,0,0,0,-1.0,426.0,426.0,9612.0,,2.0,F,0,,,,,,,,2,427,427
666,Male,34,1,0,1,0,0,2,-48.0,618.0,626.0,9804.0,,49.0,F,0,,,,,,,,1,666,666
95,Male,43,1,0,5,0,0,4,-1.0,94.0,141.0,9281.0,,1.0,F,0,,,,,,,,1,95,95
536,Male,21,0,0,10,0,11,2,-1.0,535.0,535.0,9722.0,,1.0,F,0,,,,,,,,9,536,536
373,Female,24,1,0,9,0,1,2,-2.0,371.0,370.0,9557.0,,3.0,F,0,,,,,,,,4,373,373
728,Male,34,0,0,8,0,0,3,0.0,728.0,731.0,9914.0,,1.0,F,0,,,,,,,,6,728,728
483,Male,34,0,0,4,0,0,0,-1.0,482.0,482.0,9669.0,,1.0,F,0,,,,,,,,1,483,483
449,Male,23,1,0,8,0,1,7,-1.0,448.0,448.0,9635.0,,1.0,F,0,,,,,,,,5,449,449
582,Male,22,1,0,8,0,0,2,-1.0,581.0,822.0,9768.0,,1.0,F,0,,,,,,,,6,582,582
145,Male,45,0,0,7,0,0,13,-1.0,144.0,149.0,9331.0,,1.0,M,1,,1.0,846.0,846.0,845.0,,821.0,6,145,145
2,Male,23,1,0,9,0,1,0,0.0,2.0,20.0,9188.0,,1.0,F,1,,1.0,508.0,508.0,517.0,,483.0,9,2,2
241,Male,34,0,0,5,1,0,6,-1.0,240.0,269.0,9427.0,,1.0,F,0,,,,,,,,3,241,241
198,Female,40,1,0,10,0,0,5,16.0,214.0,268.0,8902.0,,483.0,F,0,,,,,,,,3,198,198
301,Female,23,0,0,7,0,0,0,-1.0,300.0,301.0,9487.0,,1.0,F,0,,,,,,,,6,301,301
80,Male,39,0,0,2,0,0,3,-1.0,79.0,79.0,,5755.0,1.0,F,0,,,,,,,,3,80,80
394,Female,26,0,0,5,0,0,5,-1.0,393.0,426.0,9580.0,,1.0,F,1,,,554.0,,,,,6,394,394
188,Female,26,1,0,2,0,0,0,-2.0,186.0,185.0,9372.0,,3.0,M,0,,,,,,,,2,188,188
217,Male,21,0,0,4,0,0,0,0.0,217.0,217.0,9404.0,,0.0,M,0,,,,,,,,6,217,217
63,Male,30,1,0,3,1,1,3,-1.0,62.0,126.0,9249.0,,1.0,F,0,,,,,,,,3,63,63
246,Male,44,1,0,4,0,0,0,0.0,246.0,257.0,9432.0,,1.0,F,0,,,,,,,,1,246,246
289,Male,21,0,0,7,0,0,1,-21.0,268.0,288.0,9454.0,,22.0,F,1,,0.0,615.0,614.0,635.0,,,8,289,289
44,Male,23,0,0,4,0,0,0,-1.0,43.0,44.0,9230.0,,1.0,M,1,,,792.0,,,,,5,44,44
596,Male,35,0,0,1,0,0,1,0.0,596.0,595.0,9783.0,,0.0,M,0,,,,,,,,2,596,596
399,Female,49,0,0,1,0,0,1,-1.0,398.0,398.0,9585.0,,1.0,F,0,,,,,,,,1,399,399
634,Male,23,0,0,10,0,0,3,-1.0,633.0,685.0,9820.0,,1.0,F,1,,1.0,867.0,867.0,966.0,,,8,634,634
265,Male,32,1,0,7,0,0,4,-1.0,264.0,265.0,9451.0,,1.0,F,0,,,,,,,,4,265,265
34,Male,24,0,0,5,0,0,1,-1.0,33.0,107.0,9220.0,,1.0,F,1,,0.0,228.0,227.0,473.0,,,7,34,34
480,Female,21,0,0,4,0,0,1,-1.0,479.0,479.0,,6155.0,1.0,F,1,,,1001.0,,,,,5,480,480
227,Female,37,1,0,6,0,0,7,-30.0,197.0,203.0,9384.0,,30.0,F,1,,0.0,260.0,259.0,411.0,,,2,227,227
218,Female,21,0,0,5,0,0,1,,,,9404.0,,1.0,M,1,,,526.0,,,,,6,218,218
276,Male,28,1,0,2,0,0,2,-1.0,275.0,284.0,,5951.0,1.0,F,1,,,637.0,,,,615.0,3,276,276
280,Male,42,1,0,4,0,0,2,-43.0,237.0,277.0,9424.0,,43.0,M,0,,,,,,,,5,280,280
96,Male,23,0,0,6,2,0,7,0.0,96.0,104.0,9282.0,,1.0,F,1,,0.0,203.0,202.0,207.0,,544.0,8,96,96
586,Female,24,0,0,6,0,0,2,-1.0,585.0,585.0,9772.0,,1.0,F,1,,,738.0,,,,1046.0,4,586,586
386,Male,31,1,0,7,0,0,0,0.0,386.0,385.0,9572.0,,1.0,F,0,,,,,,,,6,386,386
127,Male,24,0,1,10,0,0,2,-1.0,126.0,631.0,9313.0,,1.0,M,1,,,517.0,,,,,9,127,127
612,Male,24,1,0,6,0,0,2,-60.0,552.0,610.0,9739.0,,60.0,M,0,,,,,,,,6,612,612
97,Male,25,0,0,2,0,0,1,-1.0,96.0,96.0,,5772.0,1.0,F,0,,,,,,,,3,97,97
650,Female,44,1,0,2,0,0,0,-2.0,648.0,648.0,9835.0,,2.0,M,0,,,,,,,,1,650,650
274,Male,55,0,0,2,0,0,12,,,,,4797.0,1153.0,F,0,,,,,,,,1,274,274
82,Male,33,0,0,1,0,0,1,-1.0,81.0,81.0,9268.0,,1.0,M,1,,,227.0,,,,,1,82,82
12,Male,26,0,1,10,3,0,24,-1.0,11.0,96.0,9198.0,,1.0,M,1,,,454.0,,,,428.0,10,12,12
695,Male,20,1,0,5,0,0,0,-1.0,694.0,698.0,9881.0,,1.0,F,0,,,,,,,,7,695,695
164,Male,28,1,0,7,0,0,9,-134.0,30.0,225.0,,5706.0,134.0,F,0,,,,,,,,8,164,164
107,Male,27,0,0,7,0,0,1,-1.0,106.0,111.0,,5782.0,1.0,F,0,,,,,,,,4,107,107
247,Male,26,1,0,2,0,0,3,-123.0,124.0,124.0,9311.0,,123.0,M,0,,,,,,,,3,247,247
505,Male,35,0,0,1,0,0,0,0.0,505.0,506.0,9691.0,,1.0,M,0,,,,,,,,1,505,505
396,Male,45,1,0,4,0,0,4,-1.0,395.0,485.0,9582.0,,1.0,M,0,,,,,,,,1,396,396
637,Male,26,1,0,4,0,0,1,219.0,856.0,860.0,9787.0,,37.0,F,0,,,,,,,,3,637,637
226,Male,21,0,0,10,0,0,0,,,,,,,O,1,,0.0,795.0,794.0,906.0,,,9,226,226
0,Female,27,0,0,4,0,0,0,,,,9186.0,,1.0,M,0,,,,,,,,3,0,0
232,Male,20,0,3,10,1,0,4,-1.0,231.0,328.0,,5907.0,1.0,F,0,,,,,,,,10,232,232
115,Male,46,1,0,1,0,0,0,-1.0,114.0,115.0,9301.0,,1.0,F,1,,1.0,872.0,872.0,872.0,,847.0,1,115,115
688,Male,28,1,0,2,0,0,1,-1.0,687.0,687.0,9874.0,,1.0,F,0,,,,,,,,3,688,688
40,Female,38,1,0,6,0,0,1,-1.0,39.0,39.0,9226.0,,1.0,M,1,,1.0,496.0,496.0,495.0,,544.0,4,40,40
384,Male,55,1,0,6,0,0,10,,,,9570.0,,1.0,F,0,,,,,,,,3,384,384
621,Female,32,0,0,1,0,0,0,-1.0,620.0,620.0,9807.0,,1.0,M,0,,,,,,,,1,621,621
729,Male,35,1,0,7,0,0,5,-1.0,728.0,789.0,,6405.0,0.0,F,0,,,,,,,,8,729,729
612,Male,24,1,0,9,0,0,0,-1.0,611.0,612.0,9798.0,,1.0,F,0,,,,,,,,4,612,612
43,Female,24,0,0,5,0,0,0,-1.0,42.0,42.0,9229.0,,1.0,M,0,,,,,,,,5,43,43
441,Male,26,0,0,4,0,0,3,-1.0,440.0,463.0,9627.0,,1.0,F,0,,,,,,,,3,441,441
446,Female,38,0,0,4,0,0,0,-1.0,445.0,445.0,9632.0,,1.0,M,0,,,,,,,,1,446,446
702,Female,62,1,0,3,0,0,2,-45.0,657.0,700.0,9844.0,,45.0,F,0,,,,,,,,1,702,702
465,Male,27,0,0,9,0,0,7,-1.0,464.0,467.0,9651.0,,1.0,F,1,,0.0,514.0,513.0,513.0,,,6,465,465
327,Male,48,0,0,3,0,0,6,-1.0,326.0,327.0,,6002.0,1.0,F,0,,,,,,,,2,327,327
449,Female,31,1,0,4,0,0,2,-28.0,421.0,447.0,9608.0,,28.0,F,1,,6.0,932.0,937.0,938.0,,,1,449,449
132,Male,28,0,0,5,0,0,5,-1.0,131.0,182.0,9318.0,,1.0,M,1,,,304.0,,,,,7,132,132
725,Female,21,0,0,7,0,0,1,-1.0,724.0,724.0,9911.0,,1.0,F,0,,,,,,,,5,725,725
309,Male,30,0,0,9,0,0,7,-1.0,308.0,308.0,9495.0,,1.0,F,0,,,,,,,,7,309,309
565,Male,42,1,0,2,0,0,0,-1.0,564.0,564.0,9751.0,,1.0,M,0,,,,,,,,2,565,565
664,Female,25,0,0,7,0,0,0,-1.0,663.0,663.0,9850.0,,1.0,F,0,,,,,,,,5,664,664
563,Male,25,1,0,5,0,1,6,-1.0,562.0,562.0,9749.0,,1.0,M,1,,0.0,592.0,591.0,618.0,,,4,563,563
44,Male,27,0,0,10,0,0,8,53.0,97.0,124.0,,5426.0,294.0,F,1,,0.0,95.0,94.0,121.0,,261.0,9,44,44
59,Male,55,1,0,1,0,0,0,0.0,59.0,59.0,9246.0,,0.0,M,0,,,,,,,,1,59,59
521,Male,33,0,0,1,0,0,0,-1.0,520.0,542.0,9707.0,,1.0,F,0,,,,,,,,2,521,521
37,Male,25,0,0,3,0,0,1,,,,9111.0,,113.0,F,0,,,,,,,,4,37,37
574,Male,40,0,0,7,0,0,5,0.0,574.0,603.0,,4279.0,1971.0,F,1,,,991.0,,,,1115.0,7,574,574
87,Male,21,0,0,4,0,0,0,-1.0,86.0,86.0,9273.0,,1.0,F,1,,0.0,197.0,196.0,195.0,,,6,87,87
615,Male,50,1,0,7,0,0,26,-92.0,523.0,523.0,9786.0,,16.0,F,1,,0.0,770.0,769.0,996.0,,,2,615,615
602,Female,46,1,0,1,0,0,0,0.0,602.0,601.0,9789.0,,0.0,M,0,,,,,,,,1,602,602
106,Male,28,0,0,7,1,0,10,-1.0,105.0,348.0,,5782.0,0.0,F,1,,,607.0,,,,,6,106,106
336,Male,20,0,0,9,1,0,2,-16.0,320.0,320.0,9507.0,,16.0,F,1,,,349.0,,,,,7,336,336
262,Male,33,0,1,7,0,0,9,72.0,334.0,387.0,9343.0,,106.0,M,1,,0.0,332.0,331.0,384.0,,307.0,9,262,262
143,Male,31,0,5,9,0,0,10,-1.0,142.0,146.0,,5818.0,1.0,F,1,,,257.0,,,,,6,143,143
9,Female,57,0,0,1,0,0,0,-1.0,8.0,85.0,9195.0,,1.0,M,0,,,,,,,,1,9,9
259,Male,25,0,0,2,0,0,0,-1.0,258.0,264.0,9445.0,,1.0,M,0,,,,,,,,4,259,259
206,Male,22,0,0,8,4,0,7,-11.0,195.0,205.0,,5875.0,7.0,F,1,,42.0,399.0,440.0,600.0,,,9,206,206
262,Male,31,0,0,3,0,0,3,-1.0,261.0,276.0,9448.0,,1.0,F,1,,0.0,484.0,483.0,483.0,,511.0,2,262,262
470,Male,28,0,0,10,0,0,4,-1.0,469.0,804.0,,5395.0,751.0,M,0,,,,,,,,8,470,470
358,Male,41,1,0,9,0,0,11,-1.0,357.0,359.0,9544.0,,1.0,F,0,,,,,,,,6,358,358
398,Male,43,0,0,4,0,0,7,0.0,398.0,398.0,,6074.0,0.0,F,0,,,,,,,,3,398,398
321,Female,25,1,0,4,0,0,0,-1.0,320.0,320.0,9507.0,,1.0,M,0,,,,,,,,3,321,321
13,Male,39,0,0,2,0,0,1,-1.0,12.0,12.0,9199.0,,1.0,M,0,,,,,,,,2,13,13
636,Male,23,0,0,8,1,0,5,-343.0,293.0,342.0,9823.0,,0.0,M,0,,,,,,,,8,636,636
253,Male,40,0,0,1,0,0,1,-1.0,252.0,253.0,9439.0,,1.0,F,0,,,,,,,,1,253,253
505,Male,20,0,0,5,0,0,0,-1.0,504.0,505.0,9691.0,,1.0,F,1,,,1118.0,,,,,7,505,505
15,Male,35,0,0,7,0,0,2,-1.0,14.0,14.0,9201.0,,1.0,M,0,,,,,,,,4,15,15
70,Male,34,0,0,1,0,0,1,-1.0,69.0,70.0,,5745.0,1.0,M,1,,0.0,75.0,74.0,77.0,,,1,70,70
665,Male,27,1,0,9,0,1,18,-1.0,664.0,842.0,9851.0,,1.0,F,1,,,755.0,,,,,10,665,665
143,Male,25,0,0,9,1,1,15,-1.0,142.0,260.0,9329.0,,1.0,F,0,,,,,,,,9,143,143
300,Male,37,0,0,5,0,0,1,-159.0,141.0,295.0,,5817.0,159.0,F,1,,191.0,459.0,649.0,664.0,,,3,300,300
526,Female,38,0,0,1,0,0,3,0.0,526.0,525.0,9713.0,,0.0,F,1,,0.0,599.0,598.0,598.0,,,1,526,526
381,Male,21,1,0,7,0,0,0,-1.0,380.0,380.0,9567.0,,1.0,F,1,,1.0,734.0,734.0,734.0,,,7,381,381
403,Male,25,0,0,1,0,0,0,-1.0,402.0,402.0,9589.0,,1.0,M,1,,,515.0,,,,,2,403,403
68,Male,53,0,0,6,0,0,6,-1.0,67.0,74.0,9254.0,,1.0,M,1,,1.0,84.0,84.0,194.0,,,3,68,68
339,Female,50,0,0,3,0,0,4,-1.0,338.0,350.0,9524.0,,2.0,F,0,,,,,,,,1,339,339
449,Female,23,1,0,6,0,0,1,0.0,449.0,449.0,9636.0,,0.0,M,0,,,,,,,,4,449,449
710,Male,45,0,0,1,0,0,0,-1.0,709.0,709.0,9896.0,,1.0,M,0,,,,,,,,1,710,710
24,Male,27,0,1,4,0,0,2,165.0,189.0,212.0,9138.0,,73.0,F,1,,0.0,187.0,186.0,209.0,,,5,24,24
247,Male,52,1,0,4,0,0,6,-1.0,246.0,246.0,9433.0,,1.0,F,0,,,,,,,,5,247,247
536,Male,22,0,0,5,0,0,0,-1.0,535.0,541.0,9722.0,,1.0,F,1,,50.0,773.0,822.0,865.0,,,6,536,536
370,Male,27,1,0,3,0,0,0,0.0,370.0,369.0,9557.0,,0.0,M,1,,0.0,1020.0,1019.0,1019.0,,,3,370,370
276,Male,29,0,0,8,0,0,5,0.0,276.0,275.0,9462.0,,1.0,F,1,,0.0,880.0,879.0,879.0,,,7,276,276
293,Male,38,0,0,1,0,0,1,-1.0,292.0,295.0,9479.0,,1.0,M,0,,,,,,,,1,293,293
356,Female,54,1,0,2,0,0,2,-3.0,353.0,352.0,,6028.0,4.0,F,0,,,,,,,,1,356,356
222,Male,26,0,0,10,0,0,1,0.0,222.0,278.0,,5898.0,0.0,F,1,,,281.0,,,,,10,222,222
329,Male,37,0,1,8,8,5,23,-1.0,328.0,329.0,9515.0,,1.0,F,1,,0.0,401.0,400.0,399.0,,,6,329,329
120,Male,36,0,0,10,2,1,25,0.0,120.0,120.0,9307.0,,0.0,M,1,,,334.0,,,,,3,120,120
68,Male,28,0,0,10,0,0,18,-1.0,67.0,78.0,9254.0,,1.0,F,1,,,484.0,,,,547.0,7,68,68
649,Male,27,0,0,1,0,0,0,-1.0,648.0,648.0,9835.0,,1.0,M,0,,,,,,,,2,649,649
220,Male,22,0,0,7,0,0,1,-1.0,219.0,420.0,,5895.0,1.0,F,0,,,,,,,,9,220,220
81,Male,49,0,0,1,0,0,1,-1.0,80.0,81.0,,5756.0,1.0,M,0,,,,,,,,1,81,81
475,Male,20,1,0,9,0,1,0,-1.0,474.0,631.0,9661.0,,1.0,F,0,,,,,,,,9,475,475
14,Male,36,0,0,7,0,0,11,-1.0,13.0,13.0,9200.0,,1.0,F,1,,0.0,948.0,947.0,947.0,,,3,14,14
430,Female,26,0,0,9,0,0,2,,,,,5472.0,634.0,F,0,,,,,,,,8,430,430
129,Female,41,1,0,3,0,0,0,-1.0,128.0,128.0,9315.0,,1.0,F,0,,,,,,,,1,129,129
370,Male,26,0,0,7,0,1,9,0.0,370.0,370.0,9557.0,,0.0,F,1,,,1080.0,,,,,5,370,370
635,Female,43,0,0,6,0,0,1,-1.0,634.0,635.0,9821.0,,1.0,M,0,,,,,,,,1,635,635
548,Male,22,0,0,3,0,0,1,,,,9647.0,,88.0,M,0,,,,,,,,4,548,548
309,Male,40,1,1,9,0,0,9,-1.0,308.0,308.0,,5984.0,1.0,F,0,,,,,,,,6,309,309
339,Male,29,1,0,8,0,1,8,-54.0,285.0,284.0,9472.0,,54.0,M,0,,,,,,,,4,339,339
120,Male,21,0,1,10,0,0,7,-1.0,119.0,129.0,9306.0,,1.0,F,1,,28.0,679.0,706.0,976.0,,,10,120,120
658,Male,25,1,0,5,0,0,4,,,,9158.0,,687.0,F,0,,,,,,,,4,658,658
227,Male,22,0,0,2,0,0,0,-1.0,226.0,226.0,9413.0,,1.0,F,1,,163.0,417.0,579.0,579.0,,,4,227,227
100,Male,33,1,0,1,0,0,0,-1.0,99.0,99.0,9286.0,,1.0,F,0,,,,,,,,1,100,100
329,Male,26,0,0,7,0,0,7,-19.0,310.0,328.0,9497.0,,19.0,F,0,,,,,,,,6,329,329
474,Female,27,0,0,3,0,0,0,-1.0,473.0,476.0,9660.0,,1.0,M,1,,,1100.0,,,,,3,474,474
213,Male,35,0,0,2,0,0,1,-1.0,212.0,212.0,9399.0,,1.0,F,0,,,,,,,,1,213,213
496,Male,57,1,0,1,0,0,0,-1.0,495.0,497.0,9682.0,,1.0,F,0,,,,,,,,1,496,496
425,Male,27,0,0,2,0,0,3,-1.0,424.0,424.0,9247.0,,365.0,M,0,,,,,,,,4,425,425
90,Male,37,0,0,1,0,0,3,-1.0,89.0,90.0,9276.0,,1.0,M,1,,,628.0,,,,,1,90,90
335,Female,31,0,0,5,0,0,3,-1.0,334.0,395.0,,6010.0,1.0,F,0,,,,,,,,3,335,335
10,Male,36,0,1,8,0,0,26,-1.0,9.0,9.0,9196.0,,1.0,F,1,,1.0,149.0,149.0,203.0,,,4,10,10
305,Female,32,0,0,2,0,0,0,-1.0,304.0,305.0,9491.0,,1.0,M,0,,,,,,,,2,305,305
90,Male,50,1,0,1,0,0,1,-1.0,89.0,89.0,9276.0,,1.0,F,0,,,,,,,,1,90,90
59,Male,52,1,0,1,0,0,1,-1.0,58.0,58.0,,5734.0,1.0,F,0,,,,,,,,1,59,59
35,Male,24,0,0,4,0,0,1,-1.0,34.0,35.0,9221.0,,1.0,M,0,,,,,,,,4,35,35
81,Male,38,0,0,4,0,0,0,0.0,81.0,81.0,9267.0,,1.0,F,0,,,,,,,,3,81,81
605,Male,26,0,0,2,0,0,1,-1.0,604.0,604.0,9791.0,,1.0,F,0,,,,,,,,4,605,605
86,Male,54,0,0,8,0,0,11,-1.0,85.0,85.0,,5761.0,1.0,F,0,,,,,,,,3,86,86
229,Male,71,1,0,2,0,0,13,-1.0,228.0,228.0,9415.0,,1.0,F,0,,,,,,,,1,229,229
652,Male,27,0,0,7,4,4,9,-1.0,651.0,651.0,9838.0,,1.0,F,1,,0.0,709.0,708.0,714.0,,,3,652,652
251,Female,39,1,0,4,0,0,1,-1.0,250.0,288.0,9436.0,,2.0,F,0,,,,,,,,1,251,251
60,Male,34,0,0,2,0,0,1,0.0,60.0,59.0,9246.0,,1.0,M,1,,0.0,232.0,231.0,231.0,,,2,60,60
420,Male,23,0,0,8,0,0,0,-1.0,419.0,423.0,9606.0,,1.0,M,1,,49.0,441.0,489.0,495.0,,,5,420,420
280,Male,46,0,1,4,0,0,8,261.0,541.0,541.0,9467.0,,0.0,M,1,,1.0,538.0,538.0,538.0,,,5,280,280
0,Female,36,0,0,6,0,0,5,0.0,0.0,0.0,9187.0,,0.0,F,1,,0.0,72.0,71.0,70.0,,47.0,4,0,0
349,Male,55,0,0,1,0,0,0,-1.0,348.0,348.0,9535.0,,1.0,F,0,,,,,,,,1,349,349
583,Female,27,0,0,6,0,0,4,0.0,583.0,582.0,9770.0,,0.0,F,0,,,,,,,,4,583,583
73,Male,33,0,0,4,0,0,1,,,,,5349.0,400.0,F,0,,,,,,,,3,73,73
132,Male,45,0,0,3,0,0,0,,,,,,,O,1,,0.0,418.0,417.0,417.0,,984.0,1,132,132
302,Male,27,1,0,4,0,0,0,0.0,302.0,310.0,9489.0,,0.0,F,0,,,,,,,,3,302,302
633,Male,22,0,0,7,0,0,3,-1.0,632.0,639.0,,6308.0,1.0,F,0,,,,,,,,5,633,633
532,Male,31,0,0,6,0,0,0,-1.0,531.0,532.0,9718.0,,1.0,F,0,,,,,,,,9,532,532
241,Male,23,0,0,4,0,3,2,0.0,241.0,240.0,9428.0,,0.0,F,1,,,640.0,,,,,4,241,241
663,Male,39,0,0,1,0,0,1,0.0,663.0,663.0,9850.0,,0.0,M,0,,,,,,,,1,663,663
350,Male,20,0,1,7,0,0,1,-1.0,349.0,349.0,,6025.0,1.0,F,1,,,663.0,,,,,7,350,350
405,Female,31,0,0,8,2,0,10,-3.0,402.0,402.0,9589.0,,3.0,F,0,,,,,,,,4,405,405
96,Male,24,1,0,9,0,0,8,0.0,96.0,132.0,,5772.0,0.0,F,1,,,1026.0,,,,,9,96,96
576,Male,23,0,0,2,0,0,0,-1.0,575.0,575.0,9762.0,,1.0,F,0,,,,,,,,4,576,576
711,Female,37,1,0,8,0,0,2,-1.0,710.0,710.0,9897.0,,1.0,F,1,,,792.0,,,,,2,711,711
240,Male,25,0,0,6,0,0,0,-41.0,199.0,232.0,9425.0,,2.0,M,1,,,478.0,,,,,7,240,240
94,Male,26,1,0,3,0,0,0,-1.0,93.0,93.0,9280.0,,1.0,F,0,,,,,,,,3,94,94
701,Female,24,0,0,4,0,0,1,-1.0,700.0,707.0,,6376.0,1.0,F,0,,,,,,,,3,701,701
126,Male,29,0,0,3,0,0,0,,,,9310.0,,3.0,F,0,,,,,,,,2,126,126
589,Female,24,0,0,5,0,0,0,-1.0,588.0,588.0,9775.0,,1.0,F,0,,,,,,,,4,589,589
99,Male,33,0,0,2,0,0,3,-51.0,48.0,48.0,8291.0,,995.0,M,0,,,,,,,,2,99,99
204,Male,42,1,0,5,0,0,2,1.0,205.0,219.0,,5812.0,68.0,F,0,,,,,,,,3,204,204
104,Male,29,1,0,2,0,0,0,-1.0,103.0,103.0,9290.0,,1.0,F,0,,,,,,,,3,104,104
348,Male,41,0,0,1,0,0,4,0.0,348.0,347.0,9535.0,,0.0,M,1,,,817.0,,,,,1,348,348
368,Male,37,0,0,1,0,0,0,-1.0,367.0,367.0,9554.0,,1.0,F,1,,0.0,874.0,873.0,873.0,,849.0,1,368,368
35,Male,46,1,0,3,0,0,2,-1.0,34.0,34.0,9221.0,,1.0,F,0,,,,,,,,1,35,35
30,Female,56,1,0,5,0,0,10,-1.0,29.0,69.0,9216.0,,1.0,F,1,,0.0,102.0,101.0,103.0,,,4,30,30
657,Male,36,0,0,7,0,0,3,0.0,657.0,656.0,9844.0,,0.0,F,0,,,,,,,,5,657,657
135,Male,23,0,0,3,0,0,0,-1.0,134.0,134.0,9321.0,,1.0,F,1,,0.0,609.0,608.0,608.0,,,5,135,135
657,Female,23,0,0,5,0,0,1,-2.0,655.0,656.0,9842.0,,2.0,F,1,,0.0,768.0,767.0,771.0,,,5,657,657
32,Male,25,0,0,8,0,0,0,0.0,32.0,31.0,9218.0,,1.0,F,1,,,174.0,,,,,6,32,32
613,Male,24,0,0,7,0,0,1,-1.0,612.0,612.0,9799.0,,1.0,F,1,,,807.0,,,,,6,613,613
364,Male,35,0,0,10,0,0,27,-103.0,261.0,261.0,9550.0,,1.0,F,0,,,,,,,,6,364,364
14,Male,48,0,0,8,0,0,10,,,,8986.0,,215.0,F,0,,,,,,,,6,14,14
552,Male,55,1,0,1,0,0,9,-1.0,551.0,551.0,9738.0,,1.0,F,0,,,,,,,,1,552,552
599,Male,21,0,0,4,0,0,0,-1.0,598.0,599.0,9785.0,,1.0,F,0,,,,,,,,5,599,599
91,Male,26,0,0,2,0,0,1,-24.0,67.0,67.0,9254.0,,24.0,M,1,,,534.0,,,,,3,91,91
81,Male,24,1,0,7,0,0,2,-1.0,80.0,89.0,9267.0,,1.0,F,1,,0.0,282.0,281.0,398.0,,,5,81,81
654,Male,43,0,0,1,0,0,0,-1.0,653.0,654.0,9840.0,,1.0,M,0,,,,,,,,1,654,654
616,Male,49,1,0,1,0,0,1,-9.0,607.0,606.0,9794.0,,9.0,M,0,,,,,,,,1,616,616
58,Male,25,0,0,10,1,1,8,,,,,5733.0,1.0,F,0,,,,,,,,8,58,58
626,Male,32,0,0,9,0,0,0,-1.0,625.0,639.0,9812.0,,1.0,F,0,,,,,,,,4,626,626
556,Male,27,0,0,4,0,0,0,-1.0,555.0,555.0,9742.0,,1.0,M,0,,,,,,,,5,556,556
386,Male,46,0,0,2,0,0,3,-1.0,385.0,562.0,,6061.0,1.0,F,0,,,,,,,,1,386,386
503,Male,32,1,0,2,0,0,5,0.0,503.0,502.0,9690.0,,0.0,F,0,,,,,,,,2,503,503
511,Female,34,0,0,3,0,0,1,-3.0,508.0,508.0,9694.0,,4.0,F,0,,,,,,,,2,511,511
43,Male,23,0,0,9,0,0,0,-1.0,42.0,56.0,9229.0,,1.0,F,1,,0.0,69.0,68.0,68.0,,217.0,6,43,43
71,Male,43,1,0,1,0,0,2,-26.0,45.0,45.0,9232.0,,26.0,F,0,,,,,,,,1,71,71
517,Male,25,0,0,2,0,0,0,-1.0,516.0,516.0,9703.0,,1.0,F,0,,,,,,,,2,517,517
255,Female,53,1,0,1,0,0,0,-2.0,253.0,253.0,9440.0,,2.0,M,0,,,,,,,,1,255,255
336,Male,24,0,0,6,0,0,1,-1.0,335.0,392.0,9522.0,,1.0,F,1,,,680.0,,,,,5,336,336
329,Male,25,0,1,9,0,0,4,,,,9417.0,,99.0,M,0,,,,,,,,7,329,329
71,Male,28,0,0,4,0,0,0,0.0,71.0,70.0,9257.0,,1.0,F,0,,,,,,,,5,71,71
